Kanji,strokes,grade,freq,jlpt_old,jlpt_new,meanings,readings_on,readings_kun,wk_level,wk_meanings,wk_readings_on,wk_readings_kun,wk_radicals
鍾,17,,2321.0,,,"['Spindle', 'Gather', 'Collect']","['しょう', 'しゅ']","['あつ.める', 'さかずき', 'かね']",,,,,
鞘,16,9.0,,,,"['Sheath', 'Case', 'Margin', 'Difference', 'Shells (of Beans)']","['しょう', 'そう']",['さや'],,,,,
丞,6,9.0,,1.0,1.0,['Help'],"['じょう', 'しょう']","['すく.う', 'たす.ける']",,,,,
擾,18,,,,,"['Disturb', 'Throw Into Confusion']",['じょう'],"['みだ.れる', 'みだ.す', 'わずら.わしい']",,,,,
杖,7,9.0,2387.0,,,"['Staff', 'Cane']",['じょう'],['つえ'],,,,,
穣,18,9.0,2464.0,1.0,1.0,"['Good Crops', 'Prosperity', '10**28']",['じょう'],"['わら', 'ゆたか']",,,,,
埴,11,9.0,2150.0,,,['Clay'],['しょく'],"['はに', 'へな']",,,,,
拭,9,8.0,2421.0,,,"['Wipe', 'Mop', 'Swab']","['しょく', 'しき']","['ぬぐ.う', 'ふ.く']",,,,,
燭,17,9.0,,,,"['Light', 'Candlepower']","['そく', 'しょく']",['ともしび'],,,,,
蝕,14,,,,,"['Eclipse', 'Occultation', 'Be Defective']",['しょく'],['むしば.む'],,,,,
晋,10,9.0,1655.0,1.0,1.0,['Advance'],['しん'],['すす.む'],,,,,
榛,14,9.0,2205.0,1.0,1.0,"['Hazelnut', 'Filbert']","['しん', 'はん']","['はしばみ', 'はり']",,,,,
疹,10,,,,,"['Measles', 'Sickness']","['しん', 'ちん']",['はしか'],,,,,
秦,10,9.0,1894.0,1.0,1.0,"['Manchu Dynasty', 'Name Given To Naturalized Foreigners']",['しん'],['はた'],,,,,
薪,16,8.0,2182.0,1.0,1.0,"['Fuel', 'Firewood', 'Kindling']",['しん'],"['たきぎ', 'まき']",,,,,
塵,14,,,,,"['Dust', 'Trash', 'Garbage']","['ちん', 'じん']","['ちり', 'ごみ']",,,,,
壬,4,9.0,2499.0,,,['9th Calendar Sign'],"['にん', 'じん', 'い']",['みずのえ'],,,,,
腎,13,8.0,1755.0,,,['Kidney'],['じん'],[],,,,,
訊,10,9.0,,,,"['Request', 'Question', 'Investigate']","['じん', 'しゅん', 'しん']","['き.く', 'と.う', 'たず.ねる']",,,,,
靭,12,,,,,"['Soft', 'Pliable', 'Quiver']","['じん', 'にん', 'さ', 'さい', 'さつ']","['うつぼ', 'しな.やか', 'ゆぎ']",,,,,
笥,11,,,,,"['Lunch Box', 'Clothes Chest']","['す', 'し']","['け', 'はこ']",,,,,
諏,15,9.0,1949.0,,,['Consult'],"['しゅ', 'す']","['そう', 'はか.る']",,,,,
厨,12,9.0,2425.0,,,['Kitchen'],"['しゅう', 'ず', 'ちゅ', 'ちゅう']",['くりや'],,,,,
逗,10,9.0,2027.0,,,['Stop'],"['とう', 'ず']",['とど.まる'],,,,,
翠,14,9.0,2200.0,1.0,1.0,"['Green', 'Kingfisher']",['すい'],"['かわせみ', 'みどり']",,,,,
錐,16,9.0,,,,"['Auger', 'Drill', 'Awl', 'Pyramid', 'Cone']",['すい'],['きり'],,,,,
錘,16,9.0,,1.0,1.0,"['Weight', 'Plumb Bob', 'Sinker', 'Spindle']",['すい'],"['つむ', 'おもり']",,,,,
嵩,13,9.0,,1.0,1.0,"['Be Aggravated', 'Grow Worse', 'Grow Bulky', 'Swell']","['すう', 'しゅう']","['かさ', 'かさ.む', 'たか.い']",,,,,
趨,17,,,,,"['Run', 'Go', 'Quick', 'Tend Towards']","['すう', 'そく']","['しゅ', 'おもむ.く', 'はし.る']",,,,,
雛,18,9.0,2241.0,1.0,1.0,"['Chick', 'Squab', 'Duckling', 'Doll']","['すう', 'す', 'じゅ']","['ひな', 'ひよこ']",,,,,
椙,12,,2437.0,,,"['Japanese Cedar', 'Cryptomeria', '(kokuji)']",[],['すぎ'],,,,,
頗,14,9.0,,,,"['Prejudiced', 'Exceedingly']",['は'],"['すこぶ.る', 'かたよ.る']",,,,,
雀,11,9.0,1856.0,,,['Sparrow'],"['じゃく', 'じゃん', 'さく', 'しゃく']",['すずめ'],,,,,
裾,13,8.0,2334.0,,,"['Cuff', 'Hem', 'Foot Of Mountain']","['きょ', 'こ']",['すそ'],,,,,
摺,14,9.0,,,,"['Rub', 'Fold', 'Print (on Cloth)']","['しょう', 'しゅう', 'ろう']","['す.る', 'ひだ']",,,,,
畝,10,8.0,2327.0,1.0,1.0,"['Furrow', 'Thirty Tsubo', 'Ridge', 'Rib']","['ぼう', 'ほ', 'も', 'む']","['せ', 'うね']",,,,,
凄,10,8.0,2313.0,,,"['Uncanny', 'Weird', 'Threatening', 'Horrible']","['せい', 'さい']","['さむ.い', 'すご.い', 'すさ.まじい']",,,,,
棲,12,9.0,,,,"['Live', 'Dwell']",['せい'],['す.む'],,,,,
栖,10,9.0,,,,"['Nest', 'Rookery', 'Hive', 'Cobweb', 'Den']",['せい'],['す.む'],,,,,
醒,16,8.0,,,,"['Awake', 'Be Disillusioned', 'Sober Up']",['せい'],"['さ.ます', 'さ.める']",,,,,
脆,10,,,,,"['Brittle', 'Fragile', 'Easy To Beat', 'Sentimental', 'Susceptible']","['ぜい', 'せい', 'せつ']","['もろ.い', 'よわい']",,,,,
戚,11,8.0,,,,"['Grieve', 'Relatives']","['そく', 'せき']","['いた.む', 'うれ.える', 'みうち']",,,,,
斥,5,8.0,2231.0,1.0,1.0,"['Reject', 'Retreat', 'Recede', 'Withdraw', 'Repel', 'Repulse']",['せき'],['しりぞ.ける'],,,,,
蹟,18,9.0,,,,"['Remains', 'Traces', 'Footprint']","['せき', 'しゃく']",['あと'],,,,,
碩,14,9.0,,1.0,1.0,"['Large', 'Great', 'Eminent']",['せき'],['おお.きい'],,,,,
蝉,15,,,,,['Cicada'],"['せん', 'ぜん']",['せみ'],,,,,
尖,6,9.0,2133.0,,,"['Be Pointed', 'Sharp', 'Taper', 'Displeased', 'Angry', 'Edgy']",['せん'],"['とが.る', 'さき', 'するど.い']",,,,,
撰,15,9.0,,,,"['Composing', 'Editing', 'Compiling', 'Selecting']","['さん', 'せん']","['せん.する', 'えら.む', 'えら.ぶ']",,,,,
栴,10,,,,,"['Maple Tree', 'Colorful Autumn Foliage']","['せい', 'せん']",['もみじ'],,,,,
煎,13,8.0,2458.0,,,"['Broil', 'Parch', 'Roast', 'Boil']",['せん'],"['せん.じる', 'い.る', 'に.る']",,,,,
煽,14,,,,,"['Fan', 'Flap', 'Instigate', 'Agitate', 'Bolster Up', 'Gulp Down']",['せん'],"['あお.る', 'おだ.てる', 'おこ.る']",,,,,
穿,10,9.0,,,,"['Put On (to The Feet)', 'Dig', 'Pierce', 'Drill']",['せん'],"['うが.つ', 'は.く']",,,,,
箭,15,,,,,['Arrow'],['せん'],['や'],,,,,
羨,13,8.0,,,,"['Envious', 'Be Jealous', 'Covet']","['せん', 'えん']","['うらや.む', 'あまり']",,,,,
腺,13,8.0,,,,['Gland'],['せん'],[],,,,,
舛,7,,2490.0,,,['Dancing Radical (no. 136)'],"['ぶ', 'せん']","['まい', 'そむ.く']",,,,,
詮,13,8.0,,,,"['Discussion', 'Methods Called For', 'Selection', 'Result']",['せん'],"['せん.ずる', 'かい', 'あき.らか']",,,,,
賎,13,,,,,"['Despise', 'Low-life', 'Poverty']","['せん', 'ぜん']","['いや.しい', 'いや.しむ', 'いや.しめる', 'しず', 'やす.い']",,,,,
銑,14,9.0,,1.0,1.0,['Pig Iron'],['せん'],[],,,,,
閃,10,9.0,,,,"['Flash', 'Brandish']",['せん'],"['ひらめ.く', 'ひらめ.き', 'うかが.う']",,,,,
繕,18,8.0,2195.0,1.0,1.0,"['Darning', 'Repair', 'Mend', 'Trim', 'Tidy Up', 'Adjust']",['ぜん'],['つくろ.う'],,,,,
膳,16,8.0,2120.0,,,"['Small Low Table', 'Tray']","['ぜん', 'せん']","['かしわ', 'すす.める', 'そな.える']",,,,,
糎,15,,,,,"['Centimeter', '(kokuji)']",[],"['センチ', 'センチメートル']",,,,,
塑,13,8.0,,1.0,1.0,"['Model', 'Molding']",['そ'],['でく'],,,,,
岨,8,,,,,['A Rocky Mountain'],"['そ', 'しょ']","['いしやま', 'そば']",,,,,
曾,12,10.0,,,,"['Once', 'Before', 'Formerly', 'Ever', 'Never', 'Ex-']","['そう', 'そ', 'ぞう']","['かつ.て', 'か.って', 'すなわち']",,,,,
曽,11,8.0,1320.0,,,"['Formerly', 'Once', 'Before', 'Ever', 'Never', 'Ex-']","['そう', 'そ', 'ぞう']","['かつ', 'かつて', 'すなわち']",,,,,
楚,13,9.0,,,,"['Whip', 'Cane']","['そ', 'しょ']","['いばら', 'しもと', 'すわえ']",,,,,
疏,12,9.0,,,,"['Pass Through', 'Note', 'Commentary', 'Estrangement', 'Sparseness', 'Neglect', 'Penetrate']","['そ', 'しょ']","['あら.い', 'うと.い', 'うと.む', 'とお.る', 'とお.す', 'まばら']",,,,,
蘇,19,9.0,1968.0,,,"['Be Resuscitated', 'Revived', 'Perilla', 'Shiso']","['そ', 'す']",['よみがえ.る'],,,,,
遡,13,8.0,,,,"['Go Upstream', 'Retrace The Past']","['そ', 'さく']",['さかのぼ.る'],,,,,
鼠,13,,,,,"['Rat', 'Mouse', 'Dark Gray']","['そ', 'しょ']","['ねずみ', 'ねず']",,,,,
叢,18,9.0,2436.0,,,"['Plexus', 'Clump Of Bushes', 'Thicket']","['そう', 'す']","['くさむら', 'むら.がる', 'むら']",,,,,
宋,7,9.0,2058.0,,,"['Dwell', 'Sung Dynasty']",['そう'],[],,,,,
匝,5,,,,,['Go Around'],"['きょう', 'そう']",['めぐ.る'],,,,,
惣,12,9.0,2211.0,1.0,1.0,['All'],['そう'],['すべ.て'],,,,,
掻,11,,,,,"['Scratch', 'Rake', 'Comb', 'Paddle', 'Behead']",['そう'],['か.く'],,,,,
槍,14,9.0,2261.0,,,"['Spear', 'Lance', 'Javelin']","['そう', 'しょう']",['やり'],,,,,
漕,14,9.0,2354.0,,,"['Rowing', 'Scull', 'Paddle']",['そう'],"['こ.ぐ', 'はこ.ぶ']",,,,,
痩,12,8.0,,,,['Get Thin'],"['そう', 'ちゅう', 'しゅう', 'しゅ']",['や.せる'],,,,,
糟,17,,,,,"['Dregs', 'Sediment', 'Grounds']","['こう', 'そう']",['ぬか'],,,,,
綜,14,9.0,2194.0,1.0,1.0,"['Rule', 'Synthesize']",['そう'],"['おさ.める', 'す.べる']",,,,,
鎗,18,,,,,"['Spear', 'Lance', 'Javelin']","['そう', 'しょう']",['やり'],,,,,
捉,10,8.0,1976.0,,,"['Catch', 'Capture']","['そく', 'さく']",['とら.える'],,,,,
袖,10,8.0,1960.0,,,"['Sleeve', 'Wing (building)', 'Extension', 'Give Cold Shoulder']",['しゅう'],['そで'],,,,,
其,8,9.0,1930.0,,,['That'],"['き', 'ぎ', 'ご']","['それ', 'その']",,,,,
揃,12,9.0,2412.0,,,"['Be Complete', 'Uniform', 'All Present']",['せん'],"['そろ.える', 'そろ.う', 'そろ.い', 'き.る']",,,,,
詑,12,,,,,"['Deceive', 'Delude']","['い', 'た', 'だ']","['わ.びる', 'わ.び', 'あざむ.く']",,,,,
唾,11,8.0,,,,"['Saliva', 'Sputum']","['だ', 'た']","['つば', 'つばき']",,,,,
柁,9,,,,,"['Rudder', 'Helm', 'Wheel']","['だ', 'た']",['かじ'],,,,,
舵,11,9.0,2225.0,,,"['Rudder', 'Helm', 'Wheel']","['だ', 'た']",['かじ'],,,,,
楕,13,9.0,2476.0,,,['Ellipse'],"['だ', 'た']",[],,,,,
陀,8,9.0,,,,['Steep'],"['た', 'だ', 'い', 'ち', 'じ']","['けわ.しい', 'ななめ']",,,,,
騨,19,,,,,['Dappled Grey Horse'],"['たん', 'だん', 'た', 'だ', 'てん']",[],,,,,
堆,11,8.0,2184.0,,,['Piled High'],"['たい', 'つい']",['うずたか.い'],,,,,
岱,8,,,,,"['Old Name For A Chinese Mountain', 'Taishan']",['たい'],[],,,,,
腿,13,,,,,"['Thigh', 'Femur']",['たい'],['もも'],,,,,
苔,8,9.0,,,,"['Moss', 'Lichen']",['たい'],"['こけ', 'こけら']",,,,,
黛,16,9.0,2254.0,1.0,1.0,['Blackened Eyebrows'],['たい'],['まゆずみ'],,,,,
鯛,19,9.0,2446.0,1.0,1.0,"['Sea Bream', 'Red Snapper']",['ちょう'],['たい'],,,,,
醍,16,9.0,2303.0,,,"['Whey', 'Good Buddhist Teaching']","['だい', 'たい', 'てい']",[],,,,,
鷹,24,9.0,1676.0,1.0,1.0,['Hawk'],"['よう', 'おう']",['たか'],,,,,
瀧,19,10.0,,,,"['Waterfall', 'Rapids', 'Cascade']","['ろう', 'そう']",['たき'],,,,,
啄,10,9.0,2463.0,1.0,1.0,"['Peck', 'Pick Up']","['たく', 'つく', 'とく']","['ついば.む', 'つつ.く']",,,,,
托,6,9.0,,,,"['Requesting', 'Entrusting With', 'Pretend', 'Hint']",['たく'],"['たく.する', 'たの.む']",,,,,
琢,11,9.0,2022.0,1.0,1.0,['Polish'],['たく'],['みが.く'],,,,,
鐸,21,,,,,['Large Hand Bell'],['たく'],[],,,,,
茸,9,9.0,,,,['Mushroom'],"['じょう', 'にゅ']","['きのこ', 'たけ', 'しげ.る']",,,,,
凧,5,9.0,2117.0,,,"['Kite', '(kokuji)']",[],"['いかのぼり', 'たこ']",,,,,
蛸,13,,,,,['Octopus'],"['そう', 'しょう']",['たこ'],,,,,
只,5,9.0,2288.0,1.0,1.0,"['Only', 'Free', 'In Addition']",['し'],['ただ'],,,,,
叩,5,,2316.0,,,"['Strike', 'Beat', 'Kow Tow', 'Hit', 'Thrash', 'Criticize']",['こう'],"['たた.く', 'はた.く', 'すぎ']",,,,,
但,7,8.0,2404.0,1.0,1.0,"['However', 'But']",['たん'],['ただ.し'],,,,,
辰,7,9.0,1600.0,1.0,1.0,"['Sign Of The Dragon', '7-9am', 'Fifth Sign Of Chinese Zodiac', 'Shin Dragon Radical (no. 161)']","['しん', 'じん']",['たつ'],,,,,
巽,12,9.0,2061.0,1.0,1.0,['Southeast'],['そん'],['たつみ'],,,,,
竪,14,9.0,2370.0,,,"['Length', 'Height', 'Warp']",['じゅ'],"['たて', 'た.てる', 'こども']",,,,,
辿,6,9.0,,,,"['Follow (road)', 'Pursue']",['てん'],"['たど.る', 'たどり']",,,,,
狸,10,,2498.0,,,"['Tanuki', 'Raccoon']","['り', 'らい']",['たぬき'],,,,,
鱈,22,,,,,"['Codfish', '(kokuji)']",['せつ'],['たら'],,,,,
樽,16,9.0,1981.0,,,"['Barrel', 'Cask', 'Keg']",['そん'],['たる'],,,,,
坦,8,9.0,,,,"['Level', 'Wide']",['たん'],['たいら'],,,,,
歎,14,9.0,,,,"['Grief', 'Lamentation']",['たん'],"['なげ.く', 'なげ.き']",,,,,
湛,12,9.0,2183.0,,,"['Fill', 'Wear (a Smile)', 'Clear', 'Pure', 'Dense', 'Deep']","['たん', 'ちん', 'じん', 'せん']","['しず.む', 'たた.える']",,,,,
箪,15,,,,,['Bamboo Rice Basket'],['たん'],['はこ'],,,,,
綻,14,8.0,,,,"['Be Rent', 'Ripped', 'Unravel', 'Run', 'Begin To Open', 'Smile']",['たん'],['ほころ.びる'],,,,,
耽,10,9.0,,,,"['Addicted', 'Absorbed In']",['たん'],['ふけ.る'],,,,,
蛋,11,,2266.0,,,"['Barbarian', 'Egg']",['たん'],[],,,,,
檀,17,9.0,2291.0,1.0,1.0,"['Cedar', 'Sandlewood', 'Spindle Tree']","['だん', 'たん']",['まゆみ'],,,,,
弛,6,9.0,2497.0,,,"['Slacken', 'Relax']","['ち', 'し']","['たる.む', 'たる.める', 'たゆ.む', 'ゆる.む', 'ゆる.み']",,,,,
蜘,14,,,,,['Spider'],['ち'],['くも'],,,,,
馳,13,9.0,,,,"['Run', 'Gallop', 'Sail', 'Drive (a Wagon)', 'Win (fame)', 'Despatch']","['ち', 'じ']",['は.せる'],,,,,
筑,12,9.0,1530.0,,,['An Ancient Musical Instrument'],['ちく'],[],,,,,
逐,10,8.0,2230.0,1.0,1.0,"['Pursue', 'Drive Away', 'Chase', 'Accomplish', 'Attain', 'Commit']",['ちく'],[],,,,,
嫡,14,8.0,2130.0,1.0,1.0,"['Legitimate Wife', 'Direct Descent (non-bastard)']","['ちゃく', 'てき']",[],,,,,
衷,10,8.0,2229.0,1.0,1.0,"['Inmost', 'Heart', 'Mind', 'Inside']",['ちゅう'],[],,,,,
註,12,9.0,,,,"['Notes', 'Comment', 'Annotate']",['ちゅう'],[],,,,,
樗,15,,,,,['Japanese Bead Tree'],['ちょ'],"['おおち', 'おうち']",,,,,
瀦,18,,,,,"['Pool', 'Puddle']",['ちょ'],[],,,,,
猪,11,9.0,1684.0,1.0,1.0,['Boar'],['ちょ'],"['い', 'いのしし']",,,,,
苧,8,,,,,"['Hemp', 'Flax']",['ちょ'],"['お', 'からんし', 'からむし']",,,,,
凋,10,,,,,"['Wither', 'Droop', 'Lame']",['ちょう'],['しぼ.む'],,,,,
喋,12,9.0,2403.0,,,"['Talk', 'Chat', 'Chatter']","['ちょう', 'とう']","['しゃべ.る', 'ついば.む']",,,,,
寵,19,9.0,,,,"['Affection', 'Love', 'Patronage']",['ちょう'],"['めぐ.み', 'めぐ.む']",,,,,
帖,8,9.0,2208.0,,,"['Quire (of Paper)', 'Bundle Of Seaweed', 'Counter For Screens', 'Notebook']","['ちょう', 'じょう']",['かきもの'],,,,,
暢,14,9.0,2144.0,1.0,1.0,['Stretch'],['ちょう'],['のび.る'],,,,,
牒,13,9.0,,,,"['Label', 'Genealogy', 'Circular']","['ちょう', 'じょう']",['ふだ'],,,,,
脹,12,9.0,,1.0,1.0,"['Dilate', 'Distend', 'Bulge', 'Fill Out', 'Swell']",['ちょう'],"['は.れる', 'ふく.らむ', 'ふく.れる']",,,,,
諜,16,,2445.0,,,"['Spy Out', 'Reconnoiter']",['ちょう'],"['ちょう.ずる', 'うかが.う', 'しめ.す']",,,,,
銚,14,,2102.0,,,['Sake Bottle'],"['ちょう', 'よう']",['なべ'],,,,,
勅,9,8.0,2157.0,1.0,1.0,['Imperial Order'],['ちょく'],"['いまし.める', 'みことのり']",,,,,
捗,10,8.0,,,,['Make Progress'],"['ちょく', 'ほ']",['はかど.る'],,,,,
朕,10,8.0,,1.0,1.0,"['Majestic Plural', 'Imperial We']",['ちん'],[],,,,,
槌,13,9.0,2462.0,,,"['Hammer', 'Mallet']",['つい'],['つち'],,,,,
鎚,17,,,,,"['Hammer', 'Mallet']","['つい', 'たい']",['つち'],,,,,
栂,9,,,,,"['Hemlock', '(kokuji)']",[],"['つが', 'とが']",,,,,
掴,11,,,,,"['Catch', 'Seize', 'Grasp', 'Hold', 'Arrest', 'Capture']",['かく'],"['つか.む', 'つか.まえる', 'つか.まる']",,,,,
槻,15,9.0,2008.0,1.0,1.0,['Zelkova Tree'],['き'],['つき'],,,,,
佃,7,9.0,2193.0,,,['Cultivated Rice Field'],"['てん', 'でん']",['つくだ'],,,,,
柘,9,9.0,,,,['Wild Mulberry'],"['しゃ', 'じゃく']","['そ', 'つげ', 'やまぐわ']",,,,,
辻,5,9.0,1614.0,,,"['Crossing', 'Crossroad', 'Street Corners', '(kokuji)']",[],['つじ'],,,,,
蔦,14,9.0,2215.0,1.0,1.0,"['Vine', 'Ivy']",['ちょう'],['つた'],,,,,
綴,14,9.0,2149.0,,,"['Compose', 'Spell', 'Write', 'Bind (books)']","['てい', 'てつ', 'てち', 'げつ']","['と.じる', 'つづ.る', 'つづり', 'すみ.やか']",,,,,
鍔,17,,,,,"['Sword Guard', 'Kettle Brim']",['がく'],['つば'],,,,,
椿,13,9.0,1829.0,1.0,1.0,['Camellia'],"['ちん', 'ちゅん']",['つばき'],,,,,
潰,15,8.0,,,,"['Crush', 'Smash', 'Break', 'Dissipate']","['かい', 'え']","['つぶ.す', 'つぶ.れる', 'つい.える']",,,,,
壷,11,,2197.0,,,"['Jar', 'Pot', 'Hinge Knuckle', ""One's Aim""]",['こ'],['つぼ'],,,,,
嬬,17,,,,,"['Mistress', 'Weak']",['じゅ'],['よわ.い'],,,,,
紬,11,9.0,,1.0,1.0,['Pongee (a Knotted Silk Cloth)'],['ちゅう'],"['つむぎ', 'つむ.ぐ']",,,,,
吊,6,,2475.0,,,"['Suspend', 'Hang', 'Wear (sword)']",['ちょう'],"['つ.る', 'つる.す']",,,,,
剃,9,,2411.0,,,['Shave'],['てい'],"['まい', 'そ.る', 'す.る']",,,,,
悌,10,9.0,2474.0,1.0,1.0,['Serving Our Elders'],"['てい', 'だい']",[],,,,,
挺,10,9.0,2189.0,,,"['Counter For Guns, Inksticks, Palanquins, Rickshaws', 'Bravely Volunteer']","['ちょう', 'てい']",['ぬ.く'],,,,,
梯,11,9.0,2218.0,,,"['Ladder', 'Stairs', 'Insatiable Drinking']","['てい', 'たい']",['はしご'],,,,,
汀,5,9.0,,1.0,,"[""Water's Edge"", 'Shore', 'Bank']",['てい'],"['みぎわ', 'なぎさ']",,,,,
碇,13,,,,,"['Anchor', 'Grapnel']",['てい'],['いかり'],,,,,
禎,13,9.0,2083.0,1.0,1.0,"['Happiness', 'Blessed', 'Good Fortune', 'Auspicious']",['てい'],['さいわ.い'],,,,,
諦,16,8.0,2457.0,,,"['Truth', 'Clarity', 'Abandon', 'Give Up']","['てい', 'たい']","['あきら.める', 'つまびらか', 'まこと']",,,,,
蹄,16,9.0,2469.0,,,['Hoof'],['てい'],['ひづめ'],,,,,
逓,10,8.0,1957.0,1.0,1.0,"['Relay', 'In Turn', 'Sending']",['てい'],"['かわ.る', 'たがいに']",,,,,
鄭,15,9.0,1732.0,,,['An Ancient Chinese Province'],"['てい', 'じょう']",[],,,,,
釘,10,9.0,2496.0,,,"['Nail', 'Tack', 'Peg']","['てい', 'ちょう']",['くぎ'],,,,,
鼎,13,9.0,,,,['Three Legged Kettle'],['てい'],['かなえ'],,,,,
擢,17,9.0,,,,"['Excel In', 'Surpass', 'Pull Out', 'Select']","['てき', 'たく']","['ぬ.く', 'ぬき.んでる']",,,,,
鏑,19,,,,,['Arrowhead'],['てき'],"['かぶら', 'かぶらや', 'やじり']",,,,,
溺,13,8.0,,,,"['Drown', 'Indulge']","['でき', 'じょう', 'にょう']","['いばり', 'おぼ.れる']",,,,,
轍,19,,2484.0,,,"['Rut', 'Wheel Track']",['てつ'],"['わだちい', 'わだち']",,,,,
填,13,,,,,['Fill In'],"['てん', 'ちん']","['は.まる', 'は.める', 'うず.める', 'しず.める', 'ふさ.ぐ']",,,,,
纏,21,9.0,,,,"['Wear', 'Wrap', 'Tie', 'Follow Around', 'Collect']","['てん', 'でん']","['まつ.わる', 'まと.う', 'まと.める', 'まと.まる', 'まと.い']",,,,,
甜,11,,,,,['Sweet'],['てん'],"['うま.い', 'あま.い']",,,,,
顛,19,,,,,"['Overturn', 'Summit', 'Origin']",['てん'],"['いただき', 'たお.れる']",,,,,
澱,16,,,,,"['Sediment', 'Grounds', 'Dregs', 'Stagnant']","['でん', 'てん']","['おり', 'ど.ろ', 'よど.み', 'よど.む']",,,,,
兎,8,9.0,,,,"['Rabbit', 'Hare']","['と', 'つ']",['うさぎ'],,,,,
堵,11,9.0,,,,"['Fence', 'Railing', 'Enclosure']",['と'],['かき'],,,,,
妬,8,8.0,,,,"['Jealous', 'Envy']","['と', 'つ']","['ねた.む', 'そね.む', 'つも.る', 'ふさ.ぐ']",,,,,
屠,11,,,,,"['Slaughter', 'Butcher', 'Slay']","['と', 'ちょ']",['ほふ.る'],,,,,
杜,7,9.0,2062.0,1.0,1.0,"['Woods', 'Grove']","['と', 'とう', 'ず']","['もり', 'ふさ.ぐ', 'やまなし']",,,,,
菟,11,,,,,['Dodder (plant)'],"['と', 'つ']",['うさぎ'],,,,,
鍍,17,,,,,"['Plating', 'Gilding']",['と'],['めっき'],,,,,
砥,10,9.0,,,,"['Whetstone', 'Grindstone']","['し', 'てい', 'きい', 'ち']","['と', 'といし', 'と.ぐ', 'みが.く']",,,,,
砺,10,,,,,"['Whetstone', 'Polish']",['れい'],"['あらと', 'みが.く']",,,,,
塘,13,,,,,"['Dike', 'Embankment']",['とう'],['つつみ'],,,,,
套,10,9.0,,,,"['Accumulate', 'Big And Long', 'Hackneyed']",['とう'],['かさ.ねる'],,,,,
宕,8,9.0,2248.0,,,['Cave'],['とう'],['すぎる'],,,,,
嶋,14,10.0,1633.0,,,['Island'],['とう'],['しま'],,,,,
梼,11,,,,,"['Block Of Wood', 'Blockhead', 'Stupid']",['とう'],[],,,,,
淘,11,,2410.0,,,['Select'],['とう'],['よな.げる'],,,,,
涛,10,,,,,"['Waves', 'Billows']",['とう'],['なみ'],,,,,
燈,16,10.0,2456.0,,,"['Lamp', 'Light', 'Counter For Lights']",['とう'],"['ひ', 'ほ-', 'ともしび', 'とも.す', 'あかり']",,,,,
痘,12,8.0,,1.0,1.0,"['Pox', 'Smallpox']",['とう'],[],,,,,
祷,11,9.0,,,,['Pray'],['とう'],"['いの.る', 'いの.り', 'まつ.る']",,,,,
董,12,9.0,,,,['Correct'],['とう'],['ただ.す'],,,,,
蕩,15,,,,,"['Melt', 'Be Charmed', 'Captivated']",['とう'],"['とろ.かす', 'とろ.ける', 'うご.く']",,,,,
謄,17,8.0,2295.0,1.0,1.0,"['Mimeograph', 'Copy']",['とう'],[],,,,,
鐙,20,,,,,['Stirrup'],['とう'],"['あぶみ', 'たかつき', 'ひともし']",,,,,
撞,15,9.0,,,,"['Thrust', 'Pierce', 'Stab', 'Prick']","['どう', 'とう', 'しゅ']",['つ.く'],,,,,
萄,11,9.0,,,,"['Grape Vine', 'Wild Grape']","['どう', 'とう']",[],,,,,
鴇,15,,,,,"['Wild Goose', 'Madam Of A Brothel', 'Crested Ibis']",['ほう'],"['とき', 'のがん']",,,,,
涜,10,,,,,"['Defile', 'Blaspheme', 'Ditch']","['とく', 'とう']","['けが.す', 'けが.れ', 'みぞ']",,,,,
禿,7,,,,,"['Become Bald', 'Bare', 'Wear Out', 'Waste Away', 'Little Girl Employed At A Brothel']",['とく'],"['ちび.る', 'かむろ', 'は.げる', 'はげ']",,,,,
橡,16,,,,,['Horse Chestnut'],"['しょう', 'ぞう']","['とち', 'くぬぎ']",,,,,
椴,13,,,,,['Fir'],"['たん', 'だん', 'とど']",['むくげ'],,,,,
鳶,14,9.0,,,,"['Black Kite', 'Fireman', 'Hook']",['えん'],"['とび', 'とんび']",,,,,
苫,8,,2028.0,,,['Rush Matting'],['せん'],['とま'],,,,,
寅,11,9.0,1975.0,1.0,1.0,"['Sign Of The Tiger', '3-5am', 'Third Sign Of Chinese Zodiac']",['いん'],['とら'],,,,,
酉,7,9.0,2468.0,1.0,1.0,"['West', 'Bird', 'Sign Of The Bird', '5-7pm', 'Tenth Sign Of Chinese Zodiac', 'Sake Radical (no. 164)']",['ゆう'],['とり'],,,,,
瀞,17,,,,,"['Pure Water', 'Clear Water', 'Pool In A River']","['せい', 'しょう', 'じゅう']","['とろ', 'きよ.い']",,,,,
噸,16,,,,,"['Tonnage', '(kokuji)']",['とん'],[],,,,,
惇,11,9.0,2265.0,1.0,1.0,"['Sincere', 'Kind', 'Considerate']","['しゅん', 'じゅん', 'とん']",['あつ.い'],,,,,
敦,12,9.0,1695.0,1.0,1.0,"['Industry', 'Kindliness']","['とん', 'たい', 'だん', 'ちょう']",['あつ.い'],,,,,
沌,7,9.0,,,,['Primeval Chaos'],['とん'],['くら.い'],,,,,
遁,12,9.0,,,,"['Flee', 'Escape', 'Shirk', 'Evade', 'Set Free']","['とん', 'しゅん']",['のが.れる'],,,,,
